Component_ID,Lot_ID,Wafer_ID,Iddq_0h,Iddq_24h,Ileak_0h,Ileak_24h,PropDelay_0h,PropDelay_24h
CMP-1000-0734,ISRO-TEST-UPLOAD-1000,4,12.49,12.981,2.237,2.302,1.1605,1.1655
CMP-1000-0735,ISRO-TEST-UPLOAD-1000,8,9.999,10.112,2.59,2.657,1.1285,1.1321
CMP-1000-0736,ISRO-TEST-UPLOAD-1000,18,9.652,9.871,2.079,2.093,1.1968,1.2024
CMP-1000-0737,ISRO-TEST-UPLOAD-1000,5,9.002,9.242,2.994,3.028,1.1857,1.1961
CMP-1000-0738,ISRO-TEST-UPLOAD-1000,9,9.406,9.627,2.242,2.332,1.1644,1.1665
CMP-1000-0739,ISRO-TEST-UPLOAD-1000,4,7.245,7.615,2.624,2.611,1.1781,1.1755
CMP-1000-0740,ISRO-TEST-UPLOAD-1000,22,9.733,9.974,1.979,2.024,1.2437,1.2463
CMP-1000-0741,ISRO-TEST-UPLOAD-1000,17,37.799,40.247,8.611,9.411,1.4875,1.5375
CMP-1000-0742,ISRO-TEST-UPLOAD-1000,9,8.826,8.96,2.78,2.818,1.2012,1.2097
CMP-1000-0743,ISRO-TEST-UPLOAD-1000,1,8.112,8.406,1.97,1.996,1.178,1.1803
CMP-1000-0744,ISRO-TEST-UPLOAD-1000,21,11.9,12.04,1.956,2.007,1.1399,1.1433
CMP-1000-0745,ISRO-TEST-UPLOAD-1000,20,10.823,11.108,2.58,2.644,1.0843,1.0929
CMP-1000-0746,ISRO-TEST-UPLOAD-1000,13,12.147,12.405,2.053,2.055,1.2041,1.2142
CMP-1000-0747,ISRO-TEST-UPLOAD-1000,16,10.191,10.6,1.944,1.951,1.2408,1.252
CMP-1000-0748,ISRO-TEST-UPLOAD-1000,13,11.101,11.416,2.185,2.213,1.192,1.1899
CMP-1000-0749,ISRO-TEST-UPLOAD-1000,14,13.65,14.012,2.302,2.34,1.302,1.307
CMP-1000-0750,ISRO-TEST-UPLOAD-1000,3,10.089,10.258,2.457,2.551,1.125,1.1188
CMP-1000-0751,ISRO-TEST-UPLOAD-1000,6,11.617,16.915,2.284,2.684,1.1861,1.2661
CMP-1000-0752,ISRO-TEST-UPLOAD-1000,18,12.416,12.468,2.255,2.3,1.3677,1.3644
CMP-1000-0753,ISRO-TEST-UPLOAD-1000,19,10.565,10.893,2.207,2.232,1.132,1.1298
CMP-1000-0754,ISRO-TEST-UPLOAD-1000,5,8.319,8.669,2.515,2.517,1.2821,1.2809
CMP-1000-0755,ISRO-TEST-UPLOAD-1000,15,9.916,10.243,2.42,2.464,1.2432,1.2424
CMP-1000-0756,ISRO-TEST-UPLOAD-1000,25,10.569,10.715,2.896,2.982,1.2968,1.2997
CMP-1000-0757,ISRO-TEST-UPLOAD-1000,2,37.793,40.093,8.633,9.433,1.3242,1.3742
CMP-1000-0758,ISRO-TEST-UPLOAD-1000,10,10.528,10.743,2.844,2.919,1.0468,1.0393
CMP-1000-0759,ISRO-TEST-UPLOAD-1000,24,11.06,11.259,2.612,2.652,1.35,1.3473
CMP-1000-0760,ISRO-TEST-UPLOAD-1000,18,9.858,10.023,1.987,2.04,1.2175,1.2234
CMP-1000-0761,ISRO-TEST-UPLOAD-1000,13,9.952,10.354,3.079,3.067,1.2594,1.2655
CMP-1000-0762,ISRO-TEST-UPLOAD-1000,5,10.034,10.208,1.943,1.927,1.0898,1.0965
CMP-1000-0763,ISRO-TEST-UPLOAD-1000,23,11.785,17.146,2.027,2.427,1.2004,1.2804
CMP-1000-0764,ISRO-TEST-UPLOAD-1000,24,12.334,12.58,2.492,2.516,1.1339,1.1275
CMP-1000-0765,ISRO-TEST-UPLOAD-1000,1,9.55,9.809,2.183,2.242,1.2247,1.2263
CMP-1000-0766,ISRO-TEST-UPLOAD-1000,22,9.946,10.099,3.098,3.126,1.1234,1.1219
CMP-1000-0767,ISRO-TEST-UPLOAD-1000,1,8.833,9.379,2.555,2.581,1.0927,1.0917
CMP-1000-0768,ISRO-TEST-UPLOAD-1000,18,8.583,8.877,2.682,2.764,1.2466,1.2514
CMP-1000-0769,ISRO-TEST-UPLOAD-1000,15,10.325,10.671,2.702,2.71,1.0564,1.0559
CMP-1000-0770,ISRO-TEST-UPLOAD-1000,17,9.926,10.083,2.349,2.352,1.2258,1.232
CMP-1000-0771,ISRO-TEST-UPLOAD-1000,11,11.193,11.472,2.731,2.751,1.0529,1.0532
CMP-1000-0772,ISRO-TEST-UPLOAD-1000,21,9.516,9.823,1.963,1.994,1.2384,1.2434
CMP-1000-0773,ISRO-TEST-UPLOAD-1000,25,11.778,12.23,1.749,1.854,1.1546,1.154
CMP-1000-0774,ISRO-TEST-UPLOAD-1000,22,11.627,11.9,2.612,2.636,1.0352,1.0429
CMP-1000-0775,ISRO-TEST-UPLOAD-1000,17,8.961,9.402,2.71,2.721,1.2069,1.2162
CMP-1000-0776,ISRO-TEST-UPLOAD-1000,13,9.062,9.436,2.812,2.863,1.2604,1.2626
CMP-1000-0777,ISRO-TEST-UPLOAD-1000,1,10.164,10.257,1.913,1.991,1.1807,1.1853
CMP-1000-0778,ISRO-TEST-UPLOAD-1000,2,10.411,10.582,2.417,2.448,1.2399,1.237
CMP-1000-0779,ISRO-TEST-UPLOAD-1000,9,11.921,12.224,2.445,2.483,1.3055,1.2977
CMP-1000-0780,ISRO-TEST-UPLOAD-1000,3,10.233,10.313,2.531,2.562,1.1847,1.1785
CMP-1000-0781,ISRO-TEST-UPLOAD-1000,1,10.068,10.137,2.558,2.565,1.2811,1.2821
CMP-1000-0782,ISRO-TEST-UPLOAD-1000,21,12.247,12.579,2.906,2.89,1.1636,1.1748
CMP-1000-0783,ISRO-TEST-UPLOAD-1000,16,11.309,11.584,2.193,2.183,1.1512,1.1518
CMP-1000-0784,ISRO-TEST-UPLOAD-1000,23,11.311,11.542,2.41,2.462,1.2799,1.283
CMP-1000-0785,ISRO-TEST-UPLOAD-1000,6,10.626,10.897,3.002,3.069,1.3103,1.3195
CMP-1000-0786,ISRO-TEST-UPLOAD-1000,17,11.719,12.146,2.888,2.951,1.3022,1.3052
CMP-1000-0787,ISRO-TEST-UPLOAD-1000,5,11.602,11.919,2.549,2.612,1.1583,1.158
CMP-1000-0788,ISRO-TEST-UPLOAD-1000,5,9.488,9.877,2.582,2.62,1.2872,1.2868
CMP-1000-0789,ISRO-TEST-UPLOAD-1000,6,11.714,11.814,2.189,2.132,1.2722,1.2668
CMP-1000-0790,ISRO-TEST-UPLOAD-1000,3,10.141,10.613,2.384,2.462,1.2534,1.2518
CMP-1000-0791,ISRO-TEST-UPLOAD-1000,21,12.546,12.889,2.439,2.445,1.1907,1.1924
CMP-1000-0792,ISRO-TEST-UPLOAD-1000,23,10.058,10.172,2.136,2.171,0.9592,0.9579
CMP-1000-0793,ISRO-TEST-UPLOAD-1000,5,9.582,9.932,3.065,3.111,1.0706,1.0668
CMP-1000-0794,ISRO-TEST-UPLOAD-1000,21,10.315,10.208,2.414,2.42,1.2823,1.2843
CMP-1000-0795,ISRO-TEST-UPLOAD-1000,5,9.523,9.563,2.434,2.486,1.1147,1.117
CMP-1000-0796,ISRO-TEST-UPLOAD-1000,10,8.205,8.408,2.739,2.772,1.0564,1.0613
CMP-1000-0797,ISRO-TEST-UPLOAD-1000,10,10.487,10.702,2.255,2.262,1.3223,1.3188
CMP-1000-0798,ISRO-TEST-UPLOAD-1000,19,9.81,9.998,2.38,2.388,1.3183,1.3202
CMP-1000-0799,ISRO-TEST-UPLOAD-1000,17,10.574,10.862,2.318,2.318,1.0588,1.0593
CMP-1000-0800,ISRO-TEST-UPLOAD-1000,21,12.247,12.421,2.656,2.68,1.213,1.224
CMP-1000-0801,ISRO-TEST-UPLOAD-1000,14,10.508,10.674,2.578,2.604,1.1674,1.1632
CMP-1000-0802,ISRO-TEST-UPLOAD-1000,9,9.449,9.79,3.348,3.403,1.3991,1.4
CMP-1000-0803,ISRO-TEST-UPLOAD-1000,14,14.515,19.606,2.613,3.013,1.3696,1.4496
CMP-1000-0804,ISRO-TEST-UPLOAD-1000,1,8.277,8.622,2.507,2.506,1.1086,1.1157
CMP-1000-0805,ISRO-TEST-UPLOAD-1000,19,11.378,11.451,2.459,2.465,1.1615,1.1691
CMP-1000-0806,ISRO-TEST-UPLOAD-1000,13,10.833,11.095,2.514,2.583,1.1919,1.1921
CMP-1000-0807,ISRO-TEST-UPLOAD-1000,13,9.782,10.115,2.136,2.188,1.3453,1.345
CMP-1000-0808,ISRO-TEST-UPLOAD-1000,4,11.106,11.292,2.909,2.966,1.0975,1.0999
CMP-1000-0809,ISRO-TEST-UPLOAD-1000,1,8.493,8.804,1.822,1.847,1.2084,1.2084
CMP-1000-0810,ISRO-TEST-UPLOAD-1000,17,13.139,17.552,2.156,2.556,1.3313,1.4113
CMP-1000-0811,ISRO-TEST-UPLOAD-1000,8,10.152,10.523,2.555,2.563,1.298,1.2962
CMP-1000-0812,ISRO-TEST-UPLOAD-1000,2,9.434,9.652,2.515,2.549,1.1646,1.1666
CMP-1000-0813,ISRO-TEST-UPLOAD-1000,8,11.788,12.035,2.551,2.637,1.1269,1.1259
CMP-1000-0814,ISRO-TEST-UPLOAD-1000,7,10.405,10.557,3.194,3.198,1.136,1.137
CMP-1000-0815,ISRO-TEST-UPLOAD-1000,2,9.753,10.211,2.984,3.044,1.031,1.0257
CMP-1000-0816,ISRO-TEST-UPLOAD-1000,22,11.553,12.078,2.443,2.495,1.2147,1.217
CMP-1000-0817,ISRO-TEST-UPLOAD-1000,22,10.645,10.992,2.326,2.331,1.2837,1.2879
CMP-1000-0818,ISRO-TEST-UPLOAD-1000,3,10.737,10.78,2.486,2.507,1.1139,1.1199
CMP-1000-0819,ISRO-TEST-UPLOAD-1000,18,9.882,10.01,1.698,1.728,1.1617,1.1618
CMP-1000-0820,ISRO-TEST-UPLOAD-1000,12,38.999,40.372,7.29,8.09,1.7292,1.7792
CMP-1000-0821,ISRO-TEST-UPLOAD-1000,1,9.542,9.879,2.3,2.315,1.2349,1.2386
CMP-1000-0822,ISRO-TEST-UPLOAD-1000,22,10.296,10.604,2.829,2.832,1.2249,1.2278
CMP-1000-0823,ISRO-TEST-UPLOAD-1000,12,10.087,10.223,2.389,2.472,1.3031,1.308
CMP-1000-0824,ISRO-TEST-UPLOAD-1000,5,9.685,10.014,2.578,2.619,1.2997,1.2973
CMP-1000-0825,ISRO-TEST-UPLOAD-1000,25,10.012,10.434,2.523,2.583,1.3592,1.3649
CMP-1000-0826,ISRO-TEST-UPLOAD-1000,17,11.683,11.969,1.963,2.003,1.0663,1.0728
CMP-1000-0827,ISRO-TEST-UPLOAD-1000,16,41.389,43.027,6.776,7.576,1.4595,1.5095
CMP-1000-0828,ISRO-TEST-UPLOAD-1000,15,11.328,11.45,2.483,2.526,1.2106,1.2098
CMP-1000-0829,ISRO-TEST-UPLOAD-1000,23,11.102,11.521,2.903,2.952,1.1546,1.1641
CMP-1000-0830,ISRO-TEST-UPLOAD-1000,15,37.917,39.027,7.385,8.185,1.4225,1.4725
CMP-1000-0831,ISRO-TEST-UPLOAD-1000,5,10.39,17.981,2.442,2.842,1.0574,1.1374
CMP-1000-0832,ISRO-TEST-UPLOAD-1000,21,11.423,11.795,2.72,2.789,1.2206,1.2241
CMP-1000-0833,ISRO-TEST-UPLOAD-1000,14,11.69,12.032,1.991,2.042,1.3627,1.3639
CMP-1000-0834,ISRO-TEST-UPLOAD-1000,2,10.773,11.235,2.769,2.833,1.268,1.2617
CMP-1000-0835,ISRO-TEST-UPLOAD-1000,11,11.135,11.355,3.22,3.266,1.2687,1.2688
CMP-1000-0836,ISRO-TEST-UPLOAD-1000,19,9.448,9.814,2.49,2.554,1.2506,1.2549
CMP-1000-0837,ISRO-TEST-UPLOAD-1000,7,9.914,10.173,2.579,2.631,1.2204,1.2239
CMP-1000-0838,ISRO-TEST-UPLOAD-1000,6,9.342,9.637,3.007,3.016,1.1555,1.1624
CMP-1000-0839,ISRO-TEST-UPLOAD-1000,2,10.032,10.2,1.946,1.978,1.1097,1.1011
CMP-1000-0840,ISRO-TEST-UPLOAD-1000,6,8.165,8.449,2.228,2.209,1.2998,1.2954
CMP-1000-0841,ISRO-TEST-UPLOAD-1000,18,11.011,11.129,2.84,2.884,1.3378,1.3402
CMP-1000-0842,ISRO-TEST-UPLOAD-1000,2,11.199,11.53,3.375,3.413,1.1601,1.1608
CMP-1000-0843,ISRO-TEST-UPLOAD-1000,18,10.614,10.677,2.382,2.45,1.1591,1.163
CMP-1000-0844,ISRO-TEST-UPLOAD-1000,15,10.658,11.03,2.449,2.512,1.2477,1.247
CMP-1000-0845,ISRO-TEST-UPLOAD-1000,19,8.201,8.477,2.184,2.184,1.4104,1.4151
CMP-1000-0846,ISRO-TEST-UPLOAD-1000,2,42.864,44.281,6.042,6.842,1.6222,1.6722
CMP-1000-0847,ISRO-TEST-UPLOAD-1000,20,10.741,11.063,3.098,3.193,1.2226,1.2192
CMP-1000-0848,ISRO-TEST-UPLOAD-1000,25,11.914,12.209,1.999,1.985,1.2887,1.2918
CMP-1000-0849,ISRO-TEST-UPLOAD-1000,6,8.206,8.343,2.434,2.462,1.1811,1.186
CMP-1000-0850,ISRO-TEST-UPLOAD-1000,1,10.906,10.925,2.158,2.173,1.2502,1.2449
CMP-1000-0851,ISRO-TEST-UPLOAD-1000,24,11.731,11.918,2.422,2.475,1.2009,1.2015
CMP-1000-0852,ISRO-TEST-UPLOAD-1000,15,58.34,65.677,25.746,28.746,2.9447,3.1447
CMP-1000-0853,ISRO-TEST-UPLOAD-1000,23,36.185,37.587,9.454,10.254,1.6444,1.6944
CMP-1000-0854,ISRO-TEST-UPLOAD-1000,10,9.597,9.699,2.481,2.506,1.3463,1.3336
CMP-1000-0855,ISRO-TEST-UPLOAD-1000,19,9.004,9.2,2.146,2.143,1.1728,1.1724
CMP-1000-0856,ISRO-TEST-UPLOAD-1000,17,10.734,10.966,2.154,2.177,1.2876,1.291
CMP-1000-0857,ISRO-TEST-UPLOAD-1000,5,11.091,11.455,2.304,2.373,1.1699,1.1642
CMP-1000-0858,ISRO-TEST-UPLOAD-1000,4,9.748,10.277,2.528,2.57,1.226,1.2342
CMP-1000-0859,ISRO-TEST-UPLOAD-1000,10,9.322,9.473,3.224,3.232,1.3214,1.3134
CMP-1000-0860,ISRO-TEST-UPLOAD-1000,24,11.438,11.805,2.682,2.637,1.1656,1.1663
CMP-1000-0861,ISRO-TEST-UPLOAD-1000,17,11.574,11.86,1.964,1.996,1.1985,1.1993
CMP-1000-0862,ISRO-TEST-UPLOAD-1000,10,8.829,9.233,2.463,2.506,1.2491,1.2534
CMP-1000-0863,ISRO-TEST-UPLOAD-1000,17,11.942,12.096,1.928,1.921,1.2296,1.2277
CMP-1000-0864,ISRO-TEST-UPLOAD-1000,20,11.601,11.632,2.054,2.053,1.2294,1.2359
CMP-1000-0865,ISRO-TEST-UPLOAD-1000,24,9.53,9.786,2.631,2.585,1.2359,1.2369
CMP-1000-0866,ISRO-TEST-UPLOAD-1000,5,11.221,11.473,2.989,3.027,1.1443,1.1428
CMP-1000-0867,ISRO-TEST-UPLOAD-1000,2,11.845,16.639,2.186,2.586,1.1458,1.2258
CMP-1000-0868,ISRO-TEST-UPLOAD-1000,6,9.979,10.253,3.166,3.161,1.2027,1.1992
CMP-1000-0869,ISRO-TEST-UPLOAD-1000,21,11.356,11.314,2.827,2.846,1.1391,1.1437
CMP-1000-0870,ISRO-TEST-UPLOAD-1000,2,9.092,9.328,2.24,2.223,1.199,1.1954
CMP-1000-0871,ISRO-TEST-UPLOAD-1000,13,10.825,11.079,2.298,2.343,1.1868,1.1876
CMP-1000-0872,ISRO-TEST-UPLOAD-1000,11,11.157,11.444,2.289,2.374,1.2625,1.2661
CMP-1000-0873,ISRO-TEST-UPLOAD-1000,11,9.658,10.059,3.222,3.263,1.2837,1.2788
CMP-1000-0874,ISRO-TEST-UPLOAD-1000,16,36.404,38.054,6.694,7.494,1.382,1.432
CMP-1000-0875,ISRO-TEST-UPLOAD-1000,11,38.539,40.344,7.411,8.211,1.6189,1.6689
CMP-1000-0876,ISRO-TEST-UPLOAD-1000,19,12.066,12.48,2.502,2.527,1.1013,1.1066
CMP-1000-0877,ISRO-TEST-UPLOAD-1000,15,11.175,11.549,2.208,2.263,1.1695,1.1744
CMP-1000-0878,ISRO-TEST-UPLOAD-1000,25,12.873,13.045,3.318,3.354,1.1023,1.1118
CMP-1000-0879,ISRO-TEST-UPLOAD-1000,23,11.499,11.785,2.584,2.65,1.2084,1.2042
CMP-1000-0880,ISRO-TEST-UPLOAD-1000,23,11.636,11.792,2.752,2.813,1.0945,1.095
CMP-1000-0881,ISRO-TEST-UPLOAD-1000,16,9.743,9.991,2.484,2.583,1.1406,1.1406
CMP-1000-0882,ISRO-TEST-UPLOAD-1000,11,10.925,10.98,2.688,2.651,1.2598,1.2552
CMP-1000-0883,ISRO-TEST-UPLOAD-1000,22,10.472,10.874,2.556,2.546,1.2785,1.2897
CMP-1000-0884,ISRO-TEST-UPLOAD-1000,16,10.572,10.736,2.452,2.475,1.3723,1.3683
CMP-1000-0885,ISRO-TEST-UPLOAD-1000,8,9.136,9.2,2.276,2.332,1.1925,1.1893
CMP-1000-0886,ISRO-TEST-UPLOAD-1000,4,83.38,87.037,25.464,28.464,3.8567,4.0567
CMP-1000-0887,ISRO-TEST-UPLOAD-1000,8,10.296,10.633,2.596,2.62,1.3056,1.3044
CMP-1000-0888,ISRO-TEST-UPLOAD-1000,4,10.386,10.827,2.279,2.269,1.0986,1.0955
CMP-1000-0889,ISRO-TEST-UPLOAD-1000,24,13.011,13.189,2.452,2.478,1.2761,1.2851
CMP-1000-0890,ISRO-TEST-UPLOAD-1000,25,11.443,11.514,1.959,2.001,1.129,1.1278
CMP-1000-0891,ISRO-TEST-UPLOAD-1000,3,7.994,8.134,2.75,2.767,1.1372,1.1322
CMP-1000-0892,ISRO-TEST-UPLOAD-1000,3,11.112,11.181,2.314,2.313,1.1461,1.1499
CMP-1000-0893,ISRO-TEST-UPLOAD-1000,18,15.679,22.825,2.873,3.273,1.3108,1.3908
CMP-1000-0894,ISRO-TEST-UPLOAD-1000,19,9.849,9.866,2.381,2.381,1.2673,1.2722
CMP-1000-0895,ISRO-TEST-UPLOAD-1000,19,12.042,12.24,2.635,2.657,1.1855,1.1863
CMP-1000-0896,ISRO-TEST-UPLOAD-1000,21,11.666,11.727,2.885,2.877,1.167,1.1689
CMP-1000-0897,ISRO-TEST-UPLOAD-1000,5,10.751,10.829,2.494,2.559,1.3014,1.2956
CMP-1000-0898,ISRO-TEST-UPLOAD-1000,18,69.904,73.44,21.491,24.491,3.6342,3.8342
CMP-1000-0899,ISRO-TEST-UPLOAD-1000,10,9.136,9.557,2.475,2.491,1.1731,1.1682
CMP-1000-0900,ISRO-TEST-UPLOAD-1000,22,9.557,9.852,1.901,1.898,1.169,1.1701
CMP-1000-0901,ISRO-TEST-UPLOAD-1000,21,13.384,13.387,2.57,2.673,1.154,1.1592
CMP-1000-0902,ISRO-TEST-UPLOAD-1000,6,9.262,9.561,2.697,2.716,1.1467,1.1519
CMP-1000-0903,ISRO-TEST-UPLOAD-1000,1,8.932,9.305,2.633,2.691,1.2174,1.2207
CMP-1000-0904,ISRO-TEST-UPLOAD-1000,5,9.776,10.083,1.973,2.005,1.2348,1.2392
CMP-1000-0905,ISRO-TEST-UPLOAD-1000,9,8.796,8.953,2.418,2.433,1.2241,1.2206
CMP-1000-0906,ISRO-TEST-UPLOAD-1000,12,9.944,9.975,2.23,2.246,1.3668,1.3602
CMP-1000-0907,ISRO-TEST-UPLOAD-1000,14,10.76,11.215,2.479,2.51,1.2754,1.2735
CMP-1000-0908,ISRO-TEST-UPLOAD-1000,2,39.959,42.323,9.723,10.523,1.6389,1.6889
CMP-1000-0909,ISRO-TEST-UPLOAD-1000,17,12.294,12.578,2.025,2.049,1.1378,1.1341
CMP-1000-0910,ISRO-TEST-UPLOAD-1000,14,11.127,18.996,2.433,2.833,1.1571,1.2371
CMP-1000-0911,ISRO-TEST-UPLOAD-1000,13,12.858,18.861,2.281,2.681,1.1407,1.2207
CMP-1000-0912,ISRO-TEST-UPLOAD-1000,9,10.148,10.403,2.621,2.665,1.2121,1.2152
CMP-1000-0913,ISRO-TEST-UPLOAD-1000,25,10.892,11.272,2.529,2.554,1.2227,1.2247
CMP-1000-0914,ISRO-TEST-UPLOAD-1000,15,10.509,10.602,2.935,2.993,1.1513,1.152
CMP-1000-0915,ISRO-TEST-UPLOAD-1000,25,12.366,12.526,2.746,2.724,1.1472,1.1518
CMP-1000-0916,ISRO-TEST-UPLOAD-1000,22,9.597,9.815,2.493,2.586,1.2121,1.2134
CMP-1000-0917,ISRO-TEST-UPLOAD-1000,15,10.535,10.922,2.738,2.752,1.2769,1.2879
CMP-1000-0918,ISRO-TEST-UPLOAD-1000,24,13.28,13.407,2.752,2.796,1.3112,1.3125
CMP-1000-0919,ISRO-TEST-UPLOAD-1000,11,10.583,10.579,2.615,2.648,1.0488,1.0564
CMP-1000-0920,ISRO-TEST-UPLOAD-1000,16,10.766,10.881,3.207,3.228,1.2698,1.2733
CMP-1000-0921,ISRO-TEST-UPLOAD-1000,17,11.376,11.488,2.206,2.2,1.1694,1.1703
CMP-1000-0922,ISRO-TEST-UPLOAD-1000,4,9.57,9.916,2.327,2.348,1.1585,1.1654
CMP-1000-0923,ISRO-TEST-UPLOAD-1000,1,10.852,10.959,2.481,2.535,1.0811,1.0841
CMP-1000-0924,ISRO-TEST-UPLOAD-1000,8,9.154,9.251,2.597,2.592,1.2656,1.2743
CMP-1000-0925,ISRO-TEST-UPLOAD-1000,17,12.759,18.992,2.407,2.807,1.1643,1.2443
CMP-1000-0926,ISRO-TEST-UPLOAD-1000,3,10.625,10.9,2.896,2.943,1.1575,1.1595
CMP-1000-0927,ISRO-TEST-UPLOAD-1000,20,10.355,10.521,2.529,2.604,1.1012,1.1048
CMP-1000-0928,ISRO-TEST-UPLOAD-1000,15,11.879,12.228,2.853,2.881,1.1167,1.1237
CMP-1000-0929,ISRO-TEST-UPLOAD-1000,15,11.162,19.294,2.898,3.298,1.2268,1.3068
CMP-1000-0930,ISRO-TEST-UPLOAD-1000,24,10.86,10.977,2.992,3.004,1.2066,1.2004
CMP-1000-0931,ISRO-TEST-UPLOAD-1000,22,11.411,11.849,2.243,2.239,1.1455,1.152
CMP-1000-0932,ISRO-TEST-UPLOAD-1000,14,9.565,9.877,2.712,2.78,1.2771,1.274
CMP-1000-0933,ISRO-TEST-UPLOAD-1000,23,10.217,10.536,2.88,2.906,1.2567,1.2521
CMP-1000-0934,ISRO-TEST-UPLOAD-1000,14,10.961,11.386,2.417,2.45,1.2281,1.2241
CMP-1000-0935,ISRO-TEST-UPLOAD-1000,24,10.939,11.052,1.852,1.893,1.1843,1.2004
CMP-1000-0936,ISRO-TEST-UPLOAD-1000,2,8.96,9.247,2.415,2.413,1.1721,1.1736
CMP-1000-0937,ISRO-TEST-UPLOAD-1000,13,11.022,11.124,2.397,2.436,1.1346,1.1319
CMP-1000-0938,ISRO-TEST-UPLOAD-1000,14,7.767,7.957,2.438,2.523,1.1931,1.2025
CMP-1000-0939,ISRO-TEST-UPLOAD-1000,24,10.11,10.384,2.403,2.441,1.1982,1.1956
CMP-1000-0940,ISRO-TEST-UPLOAD-1000,19,10.896,11.107,2.457,2.534,1.0593,1.0497
CMP-1000-0941,ISRO-TEST-UPLOAD-1000,7,10.289,10.375,1.944,1.955,1.2878,1.2859
CMP-1000-0942,ISRO-TEST-UPLOAD-1000,3,10.397,10.536,2.63,2.637,1.0955,1.0996
CMP-1000-0943,ISRO-TEST-UPLOAD-1000,15,10.65,10.89,2.369,2.39,1.1817,1.1911
CMP-1000-0944,ISRO-TEST-UPLOAD-1000,23,11.352,11.595,3.046,3.108,1.1364,1.1466
CMP-1000-0945,ISRO-TEST-UPLOAD-1000,14,11.644,11.932,2.373,2.426,1.3283,1.3303
CMP-1000-0946,ISRO-TEST-UPLOAD-1000,11,11.924,12.031,2.892,2.945,1.1597,1.1627
CMP-1000-0947,ISRO-TEST-UPLOAD-1000,15,11.286,11.662,2.288,2.309,1.1145,1.1062
CMP-1000-0948,ISRO-TEST-UPLOAD-1000,13,11.374,11.445,2.068,2.124,1.1133,1.1237
CMP-1000-0949,ISRO-TEST-UPLOAD-1000,18,10.079,10.326,2.367,2.437,1.3484,1.3473
CMP-1000-0950,ISRO-TEST-UPLOAD-1000,6,11.864,11.924,3.085,3.131,1.2143,1.2211
CMP-1000-0951,ISRO-TEST-UPLOAD-1000,3,45.755,47.129,10.355,11.155,1.3223,1.3723
CMP-1000-0952,ISRO-TEST-UPLOAD-1000,19,10.317,10.745,2.722,2.743,1.1213,1.1225
CMP-1000-0953,ISRO-TEST-UPLOAD-1000,15,9.983,10.192,2.254,2.228,1.1638,1.1612
CMP-1000-0954,ISRO-TEST-UPLOAD-1000,25,11.095,11.209,2.936,3.003,1.1718,1.1742
CMP-1000-0955,ISRO-TEST-UPLOAD-1000,23,10.149,10.479,2.676,2.67,1.159,1.1575
CMP-1000-0956,ISRO-TEST-UPLOAD-1000,5,9.818,10.02,2.419,2.456,1.1929,1.1924
CMP-1000-0957,ISRO-TEST-UPLOAD-1000,10,9.379,9.508,2.619,2.721,1.1066,1.1032
CMP-1000-0958,ISRO-TEST-UPLOAD-1000,7,10.358,10.585,2.769,2.798,1.3211,1.323
CMP-1000-0959,ISRO-TEST-UPLOAD-1000,25,10.694,11.066,2.252,2.272,1.1589,1.1581
CMP-1000-0960,ISRO-TEST-UPLOAD-1000,17,12.468,12.553,2.958,3.025,1.1487,1.1555
CMP-1000-0961,ISRO-TEST-UPLOAD-1000,7,45.196,47.434,7.859,8.659,1.5708,1.6208
CMP-1000-0962,ISRO-TEST-UPLOAD-1000,22,12.121,12.364,2.238,2.279,1.2038,1.2136
CMP-1000-0963,ISRO-TEST-UPLOAD-1000,12,9.798,10.177,2.624,2.651,1.2463,1.2536
CMP-1000-0964,ISRO-TEST-UPLOAD-1000,25,10.855,11.348,2.423,2.416,1.1515,1.15
CMP-1000-0965,ISRO-TEST-UPLOAD-1000,17,43.389,44.424,7.988,8.788,1.674,1.724
CMP-1000-0966,ISRO-TEST-UPLOAD-1000,13,10.474,10.691,2.566,2.587,1.1312,1.1325
CMP-1000-0967,ISRO-TEST-UPLOAD-1000,20,11.607,11.983,2.489,2.503,1.1819,1.181
CMP-1000-0968,ISRO-TEST-UPLOAD-1000,25,11.787,12.068,2.472,2.535,1.1758,1.1758
CMP-1000-0969,ISRO-TEST-UPLOAD-1000,4,10.352,10.39,2.377,2.416,1.0794,1.0874
CMP-1000-0970,ISRO-TEST-UPLOAD-1000,10,10.784,10.99,2.474,2.466,1.2969,1.2988
CMP-1000-0971,ISRO-TEST-UPLOAD-1000,3,9.285,9.543,2.167,2.13,1.2231,1.2219
CMP-1000-0972,ISRO-TEST-UPLOAD-1000,9,10.43,10.699,2.859,2.859,1.2103,1.2135
CMP-1000-0973,ISRO-TEST-UPLOAD-1000,13,9.511,9.756,2.5,2.511,1.1374,1.1367
CMP-1000-0974,ISRO-TEST-UPLOAD-1000,18,13.607,13.811,2.271,2.346,1.2388,1.2441
CMP-1000-0975,ISRO-TEST-UPLOAD-1000,15,11.553,11.879,2.272,2.335,1.1855,1.1821
CMP-1000-0976,ISRO-TEST-UPLOAD-1000,4,10.705,10.892,2.054,2.036,1.202,1.1985
CMP-1000-0977,ISRO-TEST-UPLOAD-1000,15,10.61,10.916,2.924,2.961,1.1891,1.1898
CMP-1000-0978,ISRO-TEST-UPLOAD-1000,22,10.298,10.37,2.659,2.688,1.0753,1.0769
